Titre,Lien,Description,Tags,Date,Nom_de_la_chaine,Nombre_de_like,Nombre_de_vue;;;;;;
"15 Astuces et Nouveautés Cachées sur iOS 15 !,https://www.youtube.com/watch?v=gMGcF5j1bUQ,"" Les protections RhinoShield :http://bit.ly/Steven21_Rhino -5% sur TOUT LE SITE avec le code STEVEN21 * RhinoShield sponsorise une partie de cette vidéo *  Voici quelques petites astuces et fonctions cachées des nouveautés d'iOS 15 pour qui peuvent vous servir sur votre iPhone   #iOS15 #Apple #iPhone  Timecode : 0:00 : Intro 0:44 : Le glisser déposer 2:07 : Manettes Xbox et PS 2:48 : Recherche de musiques  4:14 : Zoom rapide en vidéo 4:39 : Données EXIF des photos 5:34 : Publicité 6:38 : Safari 7:57 : Dictaphone 8:46 : Reconnaissance de texte 9:40 : Spotlight 10:38 : Contacts 10:57 : Verrouiller un document 12:08 : Horloge 12:57 : Ecran d’accueil et Pages 13:26 : Lecteur vidéo natif 14:06 : iCloud 15:28 : Bye Bye   Tout mon matériel : https://kit.co/StevenLathoud/mon-materiel  Les musiques que j'utilise : http://bit.ly/StevenMusicYT (2 mois gratuits)  ============================= * Certains liens sont affiliés ce qui signifie que sans frais supplémentaires pour vous, j'obtiendrai une petite commission de la part du site marchand si vous cliquez dessus et effectuez un achat.  Cela aide à ce que la totalité de mon contenu reste gratuit, merci ! =============================  ME SUIVRE SUR LES RESEAUX SOCIAUX ► Instagram: https://www.instagram.com/StevenLathoud/ ► Twitter: https://twitter.com/73steven ► Facebook: http://www.facebook.com/73steven ► Website: http://www.stevenlathoud.com/  ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬"",""iOS_15 Apple iPhone iPad iPadOS nouveautés widgets FaceTime iMessage Steven_Lathoud iOS_15_review iOS_15_Focus Astuces_iOS_15"",2021-09-21,STEVEN,30155,1018064";;;;;;
"Leçon inaugurale: La science des matériaux du matériau de rencontre au matériau sur mesure,https://www.youtube.com/watch?v=UpKPCyUFeK4,,,2014-10-13,""Cemam Communication"",19,4795";;;;;;
"Quand Hervé Mariton chante une &quot;chanson anar de droite soviétique&quot;,https://www.youtube.com/watch?v=EMkqmqpwLc4,""A chacun sa manière de faire passer ses idées. Hervé Mariton, candidat à la primaire de la droite et du centre, a dénoncé les """"bobards"""" des adversaires de son propre camp et des autres partis. Pour s'opposer à ceux qui plaident pour l'isolement de la France, lors de l'université d'été des Républicains, il assure qu""""'il n'y a pas de souveraineté sans alliés"""". Son """"tropisme"""" le porterait plus vers la Russie. Et pour prouver cet attrait, Hervé Mariton a chanté """"une chanson anarchiste de droite anti-soviétique"""" qu'il a entonné sur la scène de La Baule."",""politique hervé mariton baule républicains"",2016-09-03,BFMTV,12,3853";;;;;;
"Bénévoles et isolement social en temps de pandémie,https://www.youtube.com/watch?v=odCHLtIGIaE,""Compte tenu des préoccupations croissantes concernant l'isolement social, la santé mentale, le bien-être et la fatigue associés à la pandémie, Bénévoles Canada a choisi de se pencher sur comment soutenir les bénévoles et leur bien-être en ces temps difficiles. Dans ce webinaire, nous sommes rejoints par deux invités : Catherine Harton de l’Association canadienne pour la santé mentale présente la situation dans son ensemble et partage des outils pour soutenir une bonne santé mentale et Djakaridja Koné du Centre d’action bénévole et communautaire de Saint-Laurent présente un programme que son organisme a récemment mis en œuvre dans le but de contrer l’isolement social chez les aînés."",,2021-05-21,""Volunteer Canada"",5,113";;;;;;
"Coronavirus : dès le 12 mars, fini l’isolement pour les cas contacts au Québec,https://www.youtube.com/watch?v=ljkkNqcBsbw,""Le directeur national de santé publique par intérim, le Dr Luc Boileau, a annoncé en conférence de presse jeudi que de nouveaux assouplissements entreront en vigueur le 12 mars pour les personnes qui ont été en contact avec des cas de COVID-19. Les finissants du secondaire auront quant à eux droit à un bal de fin d'année. Les détails avec Jean-François Blanchet.  N.B. : Le masque n'a pas été aboli dans les écoles primaires et secondaires, mais plutôt dans les classes.   Pour en savoir plus : http://rc.ca/SLSn7l ____________________________________________ Abonnez-vous à l’infolettre ICI Québec  https://ici.radio-canada.ca/infolettres/quebec/ ____________________________________________ Suivez ICI Québec sur différentes plateformes Facebook : https://www.facebook.com/iciquebec/  Twitter : https://twitter.com/iciquebec  Instagram : https://www.instagram.com/iciquebec/ TikTok : https://www.tiktok.com/@iciquebec"",,2022-03-11,""ICI Québec"",35,5307";;;;;;
"Replay Webinaire PS Evolution du Contact Tracing - suivi de l&#39;isolement,https://www.youtube.com/watch?v=68QGpEg9dj8,""Webinaire CPAM 93 du mardi 19 janvier 2021 dédié aux infirmier.ères sur la visite à domicile et le suivi des patients testés positifs à la Covid-19  Retrouvez toutes les informations utiles sur ameli.fr : https://www.ameli.fr/seine-saint-denis/infirmier/actualites/suivi-de-lisolement-et-visite-domicile-des-patients-testes-positifs-la-covid-19"",""Covid19 Webinaire isolement"",2021-01-19,""Assurance maladie de la Seine-Saint-Denis"",14,753";;;;;;
"En apprenant à être moi | Greg Egan,https://www.youtube.com/watch?v=d1znpwDI9IU,""Lien vers la vidéo où je reviens sur la nouvelle du point de vue de la philosophie de l'esprit : https://youtu.be/tPgmr-6A10M  Aujourd'hui, une lecture audio d'une des plus vertigineuses nouvelles de Greg Egan : """"En apprenant à être moi"""". Traduit par Sylvie Denis et Francis Valéry, publié aux édition du Bélial' dans le recueil """"Axiomatique"""".  Les édition du Bélial' : https://www.belial.fr/ Nouvelles de Greg Egan : """"Axiomatique"""" https://www.belial.fr/greg-egan/axiomatique Radieux : https://www.belial.fr/greg-egan/radieux Océanique : https://www.belial.fr/greg-egan/oceanique     Si vous voulez d'autres lectures audio de SF : https://www.youtube.com/playlist?list=PLuL1TsvlrSneBhR6ea58QLMRKfGLdDCSl  Vous pouvez aussi les retrouver en podcast sur Spotify, Deezer ou Podcast addict (cherchez """"Monsieur Phi le podcast"""".)  Et pour écouter mon livre """"Curiosités philosophiques"""" lu par mes soins, il faut l'obtenir sur Audible. Si vous n'y êtes pas déjà abonné, vous pouvez même l'obtenir pour la modique somme de rien du tout. Pour ça, passez par ce lien ici https://audible.fr/monsieurphi et abonnez-vous. Les deux premiers mois sont gratuits, cela vous donne deux crédits que vous pouvez utiliser pour acheter deux livres de votre choix (donc au pif le mien et Greg Egan, allez), vous les téléchargez et si vous ne voulez rien de plus vous pouvez vous désabonner juste après (les livres téléchargés restent à vous, même désabonné).   Voilà voilà.   _____________________________    Mon livre """"Curiosités philosophiques, de Platon à Russell"""" : https://amzn.to/3hIshrw   Méthodo de la dissertation et de l'explication de texte pour le bac : https://amzn.to/3c21RjE  Suivez aussi AXIOME, podcast mathématico-philosophique avec Lê (Science4All)   ---- https://www.youtube.com/channel/UCNHFiyWgsnaSOsMtSoV_Q1A ----   La principale source de financement de la chaîne est le financement participatif. Merci pour tous vos dons !   UTIP : -----  https://utip.io/mrphi  ------  TIPEEE : -----  https://www.tipeee.com/monsieurphi  -----  (Si vous hésitez entre les deux, préférez uTip. Ils ont le bon goût de ne pas financer des documentaires complotistes comme """"Hold up"""".)  Ou pour me faire un don direct :  PAYPAL : -----  paypal.me/monsieurphi   -----   Pour me suivre ailleurs :  Twitter : https://twitter.com/monsieurphi  Facebook : https://www.facebook.com/graindephilo/  Tiktok : https://www.tiktok.com/@monsieurphi  Instagram : https://www.instagram.com/monsieur.phi/  Sur PeerTube aussi : https://indymotion.fr/video-channels/monsieur_phi/videos  Et pour acheter des petits goodies : https://utip.io/mrphi/shop"",""philosophie Greg_Egan Hard_SF conscience esprit cerveau pensée"",2019-01-02,""Monsieur Phi"",4176,78622";;;;;;
"Kate Middleton et le Prince William  : Une Love Story Royale - Documentaire COMPLET en Français,https://www.youtube.com/watch?v=IpmHiCc3yWk,""L'histoire vraie de la rencontre et du coup de foudre en Kate et William...   Les Films à VOIR ?  Ils sont ICI ► https://www.youtube.com/playlist?list=PL843D2ED8D80FA673  Kate Middleton et le Prince William  : Une Love Story Royale  © 2018 - Factoris Films  Comédies familiales, films d'action, d'animation ou de super-héro, de science fiction ou d'humour, films français ou blockbusters américains... Il y en a pour tous les goûts !   Abonnez-vous dès maintenant pour ne pas rater la bande annonce en français VF ou le trailer VOST / VOSTFR  du moment ainsi l'extrait vidéo ou scène des films prochainement au cinéma.  Filmsactu : un point complet sur l'actualité du grand écran et les nouveautés DVD & Blu-Ray !"",""film cinema kate_middleton prince_william william documentaire reportage histoire vraie complet"",2017-12-17,FilmsActu,1321,244687";;;;;;
"DIMENSION,https://www.youtube.com/watch?v=qRYNK5QwDXo,""Retrouvez Ratchet & Clank : Rift Apart sur le PS Store : https://www.playstation.com/fr-fr/games/ratchet-and-clank-rift-apart/?emcid=di-1s-412006   Mon Instagram : http://bit.ly/MichouINSTA  Mon Twitter : http://bit.ly/MichouTweet  Mon Twitch : http://bit.ly/MichouTwitch  Merci à Piwerre pour sa participation, sa chaîne : https://youtube.com/c/Piwerre Merci à Pidi pour sa participation hors du commun, sa chaîne : https://youtube.com/c/Pidi_meg Et merci à Riadh toujours présent, sa chaîne : https://youtube.com/channel/UCIFLzrXGmPv4lvfo-FrY-9w   Salut ! Aujourd'hui nouvelle vidéo très particuliere ! Aujourd'hui on va jouer à Ratchet & Clank : Rift Apart sauf que, cela ne va pas se passer comme prévu et je vais être transporter dans une autre dimension avec une faille ... Cette vidéo est surtout mon premier court métrage ça change vraiment de d'habitude j'espère que vous allez kiffer !  Encore merci à Sony PlayStation pour le partenariat c'est aussi grâce à eux que ce projet prend vie  Achetez le jeu sur le PS Store : https://www.playstation.com/fr-fr/games/ratchet-and-clank-rift-apart/ #RatchetPS5 Abonne-toi !   Devenir sponsor sur iOS : http://bit.ly/SoutieniOS  Chaîne secondaire : http://bit.ly/BobbyYtb   Adresse mail Pro : michou.video.officiel@gmail.com"",""michou dimension court_metrage rift_apart video video_michou"",2021-06-09,Michou,266461,4023515";;;;;;
"Comment fonctionnent les virus? | Histoire(s) de virus ,https://www.youtube.com/watch?v=bAVCneEs8QM,""On parle évidemment partout du coronavirus ou Covid-19. Mais au fait, comment ça fonctionne un virus?  Réponses avec Nathalie Jacobs, professeure de Virologie et d'Immunologie à l'Université de Liège.   Notre expert  Nathalie Jacobs est professeure de Virologie et d'Immunologie à l'Université de Liège depuis 2019 (Chargée de cours 2012-2018). Durant son doctorat réalisé sous à l’Université de Liège (Pr. Jacques Boniver) et portant sur l'immunothérapie antitumorale, elle a effectué un séjour de 7 mois à l'Istituto Nazionale dei Tumori de Milan dans le laboratoire d'oncologie expérimentale (Pr. Silvana Canevari). Elle a également étudié la réponse immunitaire induite par le virus de la vaccine lors d’un stage postdoctoral de 2 ans à l'Imperial College de Londres dans le laboratoire du Professeur Geoffrey L Smith.  À son retour en Belgique, elle a obtenu un poste de chercheur qualifié du FNRS en 2006 à l'Université de Liège. Son groupe de recherche a principalement étudié la réponse immunitaire dans les cancers associés à une infection par les papillomavirus humains. Son groupe de recherche a rejoint le laboratoire d’Immunologie cellulaire et moléculaire (Pr Fabrice Bureau) du GIGA en 2014.  Elle s’intéresse maintenant à la réponse immunitaire dans les voies respiratoires.  -----------------------------------------------------------------------------------------------------------------------------------------------------------   Retrouvez aussi Histoire(s) de virus  sur :  Le Facebook RTBF Info ► https://www.facebook.com/rtbfinfo   -----------------------------------------------------------------------------------------------------------------------------------------------------------  Réalisation : Loïc Normant Graphisme : Emine Bergsoj © RTBF 2020   -----------------------------------------------------------------------------------------------------------------------------------------------------------   Pour aller plus loin : Si vous souhaitez lire l’étude de June Dalziel Almeida qui présente les premières photos d’un coronavirus, c’est par ici ️ The Morphology of Three Previously Uncharacterized Human Respiratory Viruses that Grow in Organ Culture (June D. Almeida and D. A. J. Tyrrell)   https://www.microbiologyresearch.org/docserver/fulltext/jgv/1/2/JV0010020175.pdf?expires=1590050348&id=id&accname=guest&checksum=9CF54B678E037DBE67FF6C88A8406CBB    Si vous voulez suivre les activités du GIGA, le Centre interdisciplinaire de recherche biomédicale de l'Université de Liège, c’est ici ️ https://www.giga.uliege.be/cms/c_4113263/fr/giga  Pour découvrir, en (presque) direct, le parcours des différentes souches du SARS-CoV-2 et son arbre généalogique, c’est par ici ️ https://nextstrain.org/ncov/global  Le discours complet de Boris Johnson qui remercie le personnel soignant de la NHS pour avoir veillé sur lui, c’est par-là ️ https://youtu.be/r7bEHorjcIg    -----------------------------------------------------------------------------------------------------------------------------------------------------------   ©️ Crédits illustrations et photos : Getty Belga images The Wellcome Collection - wellcomecollection.org  Musiques : https://www.youtube.com/audiolibrary   #rtbf #rtbfinfo #coronavirus #covid19"",""virus immunologie rtbf rtbf_info virologie coronavirus covid_19 sciences"",2020-05-22,RTBF,282,36451";;;;;;
"La Reine des Neiges - Nul n&#39;est parfait I Disney,https://www.youtube.com/watch?v=GDL7g0VA448,""Découvrez la chanson """"Nul n'est parfait"""" extraite du film Disney La Reine des Neiges ! Ouvrez la description pour voir les paroles.  Toutes les musiques de #LaReinedesNeiges : https://www.youtube.com/watch?v=wQP9XZc2Y_c&list=PLU5-6mn9YBf2RjkQqIexyqdUUTDQezbtV  ► Toutes les chansons des grands classiques #Disney : https://www.youtube.com/playlist?list=PLU5-6mn9YBf2GRSsGqTnr4Hmosr7zaqck  ► Retrouvez les extraits, bonus et reportages de La Reine des Neiges : https://www.youtube.com/watch?v=wQP9XZc2Y_c&list=PLU5-6mn9YBf1DTUe46fDhZ0PJ-CSgEJy-  ► Abonnez-vous pour ne rien rater de l'actualité française de Disney ! http://bit.ly/AbonnementDisney  ► Découvrez les bandes annonces de nos prochains films Disney et Disney.Pixar : https://www.youtube.com/playlist?list=PLU5-6mn9YBf32hunKCBytmHP8-UyN2iC-  ► Découvrez nos collections de produits Disney, Marvel et Star Wars sur : https://www.shopdisney.fr/  [Paroles] Que se passe t-il mon ange? Pourquoi refusez-vous les avances d'un si beau garçon? Est-ce parce que qu'il marche de travers?  Ou qu'il a mauvais caractère?  Ou ces drôles de poires qui lui servent de pieds? Pour se laver il attend la pluie Il a son odeur bien à lui  Mais on ne connaît personne d'aussi tendre ! ! !   ! ! !Et attentionné ! Il est peut-être un peu moins que parfait Il est peu raffiné  Son cerveau à l'envers ! ! ! Sa passion pour les cerfs ! ! ! C'est vrai qu'il à l'air un peu perturbé  !  C'est pas vrai, enfin assez !  Il est peut-être un peu moins que parfait Mais on est sûrs qu'un jour Il pourra devenir presque parfait Il suffit d'un peu d'amour !  S'il vous plaît, est-ce qu'on pourrait changer de sujet ? Nous sommes là parce que nous avons un véritable problème !  Ça se voit, alors dites-moi trésor ! ! ! Est-ce parce que c'est un gros peureux?  Que des amis il en a peu? Ou qu'il aime faire pipi dans l'herbe au fond des bois ?  Dites pas que vous le trouvez laid C'est un charmant petit blondinet  Son humilité cache l'âme et la bonté d'un roi  Il est peut-être un peu moins que parfait Pourtant les poux et les puces l'aiment bien Cette drôle d'attitude, c'est la solitude Il n'a pas l'habitude des gros câlins ! Il est peut-être un peu moins que parfait Mais nous savons pourquoi Il faut que vous fassiez le premier pas Allez, on compte jusqu'à trois  Elle est peut-être un peu moins que parfaite  Plusieurs trolls : Tout ça est très vague Elle n'est que fiancée Tout ça peut s'arranger ! ! ! Oui, d'autant plus qu'elle n'a pas de bague !  Elle est peut-être un peu moins que parfaite Elle est toute chamboulée  ! Débarrassons-nous du fiancé Et là tout sera réglé  !  N'essayez pas de le changer Ici-bas nul n'est parfait Mais l'amour est un sentiment fort Qui reste plein de secrets On fait de mauvais choix Quand on est triste ou qu'on a peur Donnons aux autres un peu d'amour  Donnons aux autres un peu d'amour !  Ça les rendra meilleurs !  Oui, l'amour rend meilleur ! Oui, nous sommes tous un peu moins que parfaits ! Sinon ce ne serait pas drôle ! Le père ! La sœur ! Le frère !  On a tous besoin les uns des autres Chacun son rôle C'est vrai on est tous un peu moins que parfaits Mais comme il faut faire court ! ! !  Ce qui rend presque parfaits les gens un peu moins que parfaits c'est ! ! !  L'amour ! L'amour ! L'amour, c'est l'amour ! L'amour ! L'amour !  Acceptez-vous Anna de prendre pour époux Kristoff, pour le meilleur et pour le pire ?  Qu'est-ce que vous faites?  Je vous marie  L'amour  !  ----------------------------------------------------------  Laissez-vous emporter par la magie... Bienvenue sur la chaîne YouTube officielle de Disney ! Des Aristochats au Roi Lion, en passant par La Reine des Neiges ou Vaiana, la légende du bout du monde : toutes les chansons des Grands Classiques Disney sont là ! Apprenez-en plus sur nos films à venir : bandes-annonces, extraits, bonus et bien plus encore !  Visitez notre site : https://disney.fr Instagram : https://www.instagram.com/DisneyFR Facebook : https://www.facebook.com/disneyfrance Twitter : https://twitter.com/disneyfr  #Disney #LaReinedesNeiges"",""Disney anais_delva anna elsa idina_menzel kristen_bell kristoff olaf princesse chanson chanson_disney musique musique_disney paroles disney disney_france en_français france french officiel pixar"",2014-12-08,""Disney FR"",24906,12895179";;;;;;
"Algérie - Rencontre en 2009 avec Karim Tabbou, l&#39;une des figures du Hirak en 2019 [Le Mémo],https://www.youtube.com/watch?v=WZNJpYipeig,""[Le Mémo] - En #Algérie, Karim Tabbou est l'un des animateurs du #Hirak, le mouvement de contestation. Il y a dix ans, nous l'avions rencontré alors qu'il se battait contre le 3e mandat d'Abdelaziz #Bouteflika !   Il est l'une des figures d'opposition et du Hirak en Algérie. Le militant Karim Tabbou a été arrêté plusieurs fois cette année. Il est pour l'heure maintenu en détention pour """"incitation à la violence et atteinte à l'unité nationale"""", alors que le pays s'approche de l'élection présidentielle du 12 décembre prochain. Il y a dix ans, alors qu'il était premier secrétaire du Front des forces socialistes (FFS), Karim Tabbou appelait au boycott d'une élection présidentielle à l'issue connue d'avance - celle de la réélection d'Abdelaziz Bouteflika pour un troisième mandat. """"Nous sommes un mouvement politique qui n'accepte pas le silence"""", déclarait-il à Tizi Ouzou en Kabylie."",""algérie hirak_algerie hirak algerie presidentielle vote_algerie vote Karim_Tabbou"",2019-12-11,""TV5MONDE Info"",570,60369";;;;;;
"Rentrée 2021 : bienvenue à l&#39;Université de Lorraine  !,https://www.youtube.com/watch?v=lFEh4_r_gBQ,""Etudiant·e·s, soyez les bienvenu·e·s dans votre université qui fêtera ses 10 ans au cours de l'année universitaire 2021-2022. Vous rejoignez un établissement pluri-disciplinaire comptant plus de 60 000 étudiants répartis sur des campus implantés dans 10 villes et agglomérations en Lorraine.  A cette occasion, Pierre Mutzenhardt (Président de l'Université de Lorraine) et Ayhan Bostanci (Vice-Président Étudiant de l'Université de Lorraine) reviennent sur les éléments clés qui vous permettront de réussir pleinement votre rentrée à l'Université de Lorraine !   Tous les détails de la rentrée sur notre site : https://www.univ-lorraine.fr/bienvenue-a-luniversite-de-lorraine/  #UnivLorraine #Rentrée2021 #Université   ---  ▶️ Plus d'infos sur l'Université de Lorraine : https://www.univ-lorraine.fr/  Retrouvez toute l'actualité de l'Université de Lorraine : http://factuel.univ-lorraine.fr/ ️ Tous nos outils en ligne sur l'ENT : https://ent.univ-lorraine.fr/   Abonnez-vous à la chaîne de l'Université : http://bit.ly/YouTubeUL  ▶️ Et suivez-nous sur les réseaux sociaux : Facebook : https://www.facebook.com/UnivLorraine Twitter : https://twitter.com/Univ_Lorraine Instagram : https://www.instagram.com/univlorraine/ LinkedIn : https://www.linkedin.com/school/universit-de-lorraine/ Twitch : https://www.twitch.tv/vie_etudiante_ul Snapchat : https://www.snapchat.com/add/univ_lorraine"",""étudiant étudiante lorraine nancy metz recherche université sciences droit formation doctorat master licence culture enseignement faculté"",2021-07-06,""Université de Lorraine"",74,4799";;;;;;
"Comment j&#39;ai cessé d&#39;être juif - Shlomo Sand, Dominique Vidal,https://www.youtube.com/watch?v=BjGMgnXg_oo,""Les Midis de l'iReMMO - Comment j'ai cessé d'être juif Vendredi 29 mars 2013  Rencontre exceptionnelle avec : Shlomo Sand, professeur d'histoire contemporaine à l'université de Tel-Aviv, après avoir étudié en Israël et à l'EHESS, Shlomo Sand a notamment publié en France """"Les Mots et la Terre. Les intellectuels en Israël"""" (Fayard, 2006, Champs, 2010), """"Comment le peuple juif fut inventé"""" (Fayard, 2009, Champs, 2010, prix Aujourd'hui) et """"Comment la terre d'Israël fut inventée"""" (Flammarion 2012).  Modération : Dominique Vidal, journaliste, collaborateur au Monde diplomatique, co-auteur de """"Un autre Israël est possible"""" (Editions de l'Atelier, 2012).   http://iremmo.org/rencontres/midis/jai-cesse-detre-juif/  Suivez nos évènements sur les réseaux sociaux Facebook : https://www.facebook.com/institutiremmo  Twitter : https://www.twitter.com/IiReMMO Instagram : https://www.instagram.com/institutiremmo/ LinkedIn : https://www.linkedin.com/company/iremmo Spotify : iReMMO   Soutenez notre chaîne Tipeee : https://fr.tipeee.com/iremmo Lilo : https://www.lilo.org/fr/iremmo/ HelloAsso : https://www.helloasso.com/associations/iremmo/formulaires/2/widget"",""Shlomo_Sand juif Sionisme judaisme Israël Palestine iReMMO Religion Politique Nation"",2013-03-30,iReMMO,1387,183674";;;;;;
"&quot;contention et isolement, des méthodes de derniers recours?&quot; Natacha Guiller,https://www.youtube.com/watch?v=Fgkv5PV0pOI,""Témoignage de Natacha Guiller  médiatrice de santé pair et artiste (sur instagram: @lestempsuspendule)  Montage vidéo témoignage par @MORYOTIS pèlerin de l'impossible (sur youtube)"",,2021-01-02,""La psychiatrie de demain"",12,379";;;;;;
"Pr Didier Sicard : «Le virus s&#39;arrêtera avant l’arrivée du vaccin»,https://www.youtube.com/watch?v=dRVKBjKU88M,""Entretien avec le Pr Didier Sicard, médecin, ancien président du Comité consultatif national d'éthique, professeur émérite de médecine à l'Université Paris Descartes et spécialiste des maladies infectieuses.  Retrouvez toute l'actualité politique et parlementaire sur http://www.publicsenat.fr Suivez-nous sur les réseaux sociaux : Facebook : https://www.facebook.com/publicsenat Twitter : https://twitter.com/publicsenat Instagram : https://instagram.com/publicsenat"",""PUBLIC_SÉNAT POLITIQUE ACTUALITÉ TÉLÉVISION Covid19 Didier_Sicard medecine coronavirus"",2020-06-22,""Public Sénat"",1687,195650";;;;;;
"Webinar 4: Les communautés réfugiées et migrantes à l’épreuve du Covid 19 au Maroc,https://www.youtube.com/watch?v=PG0OwCQ_fWg,""""""Les communautés réfugiées et migrantes à l’épreuve du Covid 19 au Maroc: réflexions et recommandations du monde académique."""" L’objet de cette table-ronde virtuelle a été de créer un espace académique d’échanges afin d’explorer les implications de cette crise sanitaire mondiale sur la mobilité humaine, régulière et irrégulière de migrants, de réfugiés et demandeurs d'asile, les tendances émergentes concernant les flux de populations vers et au départ du Maroc, et ses effets sur l’accès aux différents droits et à l’intégration locale. Le panel académique composé d’éminents scientifiques marocains de la migration et de l’asile et aux expertises et angles d’approche variés permettra un débat à dimension pluridisciplinaire : juridique, politique, économique et sociologique, nécessaire pour appréhender cette crise.  L’objectif final de cette rencontre virtuelle serait de ressortir avec une série de propositions et de recommandations qui permettront d’alimenter les conclusions d’un recueil d’articles des panélistes et de servir d’outil de plaidoyer de ces experts en la matière à l’adresse des différents acteurs opérationnels et stratégiques nationaux.   Ce webinar s'est inscrit dans le cadre de la campagne organisée par le HCR Maroc à l'occasion de la Journée Mondiale du Réfugié  (20 juin).  Les échanges ont été modérés par Dalila Zenati, Chargée des affaires légales au HCR Maroc. Le panel était composé d'Académiciens spécialistes de la migration et de l’asile, ainsi que du représentant du HCR Maroc et la Cheffe de mission de l'OIM au Maroc.  #JMR #réfugié #Maroc"",,2020-07-01,""UNHCR MAROC"",4,234";;;;;;
"Coronavirus - Des expert-e-s répondent à vos questions,https://www.youtube.com/watch?v=Vtbl9Dgu_UA,""Séance d'information organisée le 25 février 2020 à Uni Dufour.  Avec la participation de:  Prof. Laurent Kaiser Chef du Centre des maladies virales émergentes, HUG & Faculté de médecine UNIGE Médecin-chef du Service des maladies infectieuses, HUG  Prof. Antoine Flahault Directeur de l'Institut de santé globale de la Faculté de médecine, UNIGE  Prof. Jacques-André Romand Médecin cantonal à la Direction générale de la santé, Département de la sécurité, de l'emploi et de la santé (DSES) Professeur titulaire à la Faculté de médecine de l’UNIGE  Dre Frédérique Jacquérioz Bausch Médecin cheffe de clinique, Service de médecine tropicale et humanitaire, HUG  Dre Pauline Vetter Médecin, Service des maladies infectieuses, HUG  Plus d'infos sur: https://www.unige.ch/batiment/service-steps/actualites/2020/coronavirus/"",""unige université Genève coronavirus virus maladie infection pandemie suisse santé malade médecine médecin covid covid19 civid-19"",2020-02-27,""Université de Genève (UNIGE)"",116,10323";;;;;;
"Discours pour le 50ème anniversaire du congrès de la Conférence des présidents d’universités,https://www.youtube.com/watch?v=7FnbJ-JM21I,""Pour suivre la Présidence de la République : Meta / Facebook : https://www.facebook.com/elysee.fr Twitter : https://twitter.com/elysee Instagram : https://www.instagram.com/elysee LinkedIn : https://www.linkedin.com/company/pr-sidence-de-la-r-publique"",""élysée Présidence emmanuel macron france"",2022-01-13,Élysée,219,14458";;;;;;
"Lutter contre l&#39;anxiété | Psycho | ARTE,https://www.youtube.com/watch?v=_EBbju24ES4,""La peur est une émotion universelle et indispensable – mais que faire quand elle prend le dessus au point de nous paralyser ? Jens parle des attaques de panique handicapantes contre lesquelles il lutte depuis des années, avec le soutien bienveillant de sa compagne. À Marseille, on rencontre Rémy, thérapeute utilisant l’hypnose pour traiter les patients sujets aux phobies ou aux crises d’angoisse.";;;;;;
 ;;;;;;
" Désir, anxiété, peur ou résilience, """"Psycho"""" décrypte ce qui se passe en nous lorsque nos émotions nous submergent.";;;;;;
 ;;;;;;
 Série documentaire (2019, 26mn);;;;;;
  Disponible jusqu'au 28/11/2021   #Psycho #Emotion #ARTE ;;;;;;
" Abonnez-vous à la chaîne ARTE https://www.youtube.com/channel/UCwI-JbGNsojunnHbFAc0M4Q/?sub_confirmation=1  Suivez-nous sur les réseaux ! Facebook : http://www.facebook.com/artetv Twitter : http://www.twitter.com/artefr Instagram : https://www.instagram.com/artefr"",""Psycho pyschologie sentiment émotion phobies Désir hypnose résilience paralyse patients psychologie tristesse joie colère énervement ARTE ARTE_Culture ARTE_Replay série_ARTE"",2021-03-06,ARTE,3420,211791";;;;;;
